,title,nb_videos,short_desc,url,mean_stars,five_stars,four_stars,three_stars,two_stars,one_star,editor,action,adventure,comedy,drama,fantasy,harem,historical,idols,isekai,magical_girls,mecha,music,mystery,post_apocalyptic,romance,sci_fi,seinen,shojo,shonen,slice_of_life,sports,supernatural,thriller
552,TONIKAWA: Over The Moon For You,28,"En entrant au lycée, Nasa Yuzaki a eu le coup de foudre pour la belle et mystérieuse Tsukasa. Lorsqu'il lui avoue ses sentiments, elle lui répond : « J'accepte de…",https://www.crunchyroll.com/fr/tonikawa-over-the-moon-for-you,5.0,508,21,8,5,6,Warner Japan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
553,Tower of God,13,Atteignez le sommet et tout vous appartiendra ! Celui qui parvient en haut de la tour verra ses souhaits les plus fous s'exhausser. Il deviendra alors un dieu. C…,https://www.crunchyroll.com/fr/tower-of-god,4.5,1167,78,35,27,31,WEBTOON,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
554,Trinity Seven,14,"L’orgueil, l’envie, la colère, la paresse, l’avarice, la gourmandise, la luxure. À l’académie de magie Biblia, ces sept péchés capitaux sont représentés par sept …",https://www.crunchyroll.com/fr/trinity-seven,4.0,135,43,27,13,14,TV TOKYO,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
555,True Cooking Master Boy,24,"Au XIXe siècle, Liu Mao Xing a remporté le titre du plus jeune Grand Chef de l'histoire de la cuisine chinoise. Son maître, Zhou Yu, suggère d'élargir un peu plus…",https://www.crunchyroll.com/fr/true-cooking-master-boy,3.5,13,4,6,6,6,ADK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
556,Try Knights,12,Riku Haruma entre au lycée sans projet d'avenir. C'est alors que son attention est saisie par les mouvements sauvages et rapides d'un élève sur le terrain de spor…,https://www.crunchyroll.com/fr/try-knights,2.0,4,2,5,2,19,ntv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
557,Tsuki ga kirei,13,Les années collège dans la ville de Kawagoe ! Kôtarô travaille dans une librairie et il aimerait devenir écrivain. Akane est une jeune fille pleine d’énergie qui …,https://www.crunchyroll.com/fr/tsukigakirei,5.0,209,27,7,1,1,Flying Dog,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
558,TSUKIMICHI -Moonlit Fantasy-,12,Makoto Misumi n'était qu'un adolescent ordinaire lorsqu’il a été invoqué dans un autre monde pour devenir un héros. Mais parce que la déesse de ce lieu l'a trouvé…,https://www.crunchyroll.com/fr/tsukimichi-moonlit-fantasy-,4.5,89,14,8,4,0,ntv,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,TsukiPro The Animation,13,"La vie des différents membres de quatre groupes de musique masculins : SOARA, Growth, SolidS et QUELL. …",https://www.crunchyroll.com/fr/tsukipro-the-animation,4.0,2,6,1,1,0,"Pierrot Co., Ltd.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
560,TSUKIUTA. THE ANIMATION,13,"Six Gravity (Gravy) et Procellarum (Procel) sont des groupes rivaux, mais dépendant de la même agence, Tsukino Talent Productions. Nous suivons le quotidien de le…",https://www.crunchyroll.com/fr/tsukiuta-the-animation,2.5,3,0,0,0,5,My Theater DD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
561,TSUKUMOGAMI À LOUER,12,"Un frère et une sœur adoptés tiennent une maison de prêt à Edo (l'actuelle Tokyo). La ville étant régulièrement frappée par des incendies ou des inondations, les …",https://www.crunchyroll.com/fr/we-rent-tsukumogami,5.0,16,1,0,0,0,"TMS Entertainment Co., Ltd.",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
562,Tsuredure Children,12,"Ils s'apprécient, passent de bons moments ensemble, mais parfois ils se fâchent, pleurent ou sont blessés. Tous ces adolescents ont comme point commun d'avoir du …",https://www.crunchyroll.com/fr/tsuredure-children,4.5,121,38,5,2,1,ADK,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
563,Tsurune,14,"Lorsqu'il était au collège, Minato Narumiya faisait du tir à l'arc (kyûdô, en japonais), mais un incident l'a poussé à arrêter définitivement cette activité. Arri…",https://www.crunchyroll.com/fr/tsurune,4.5,52,13,2,0,0,PONY CANYON INC.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
564,Twin Angels BREAK,12,Les Twin Angels sont deux jeunes collégiennes qui luttent contre des forces obscures grâce à des pouvoirs confiés par un drôle de hérisson. Meguru espère être dig…,https://www.crunchyroll.com/fr/twin-angels-break,3.5,2,3,3,0,1,Kadokawa Pictures Inc.,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
565,Twin Star Exorcists,50,"De nos jours, des esprits monstrueux viennent parfois semer le trouble sur Terre. Appelés les « Impurs », ils surgissent d’un univers parallèle intitulé « Magano …",https://www.crunchyroll.com/fr/twin-star-exorcists,4.0,192,64,55,43,26,TV TOKYO,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
566,Ulysses: Jeanne d'Arc and the Alchemist Knight,12,"Nous sommes pendant la guerre de Cent Ans qui voit s'affronter les royaumes de France et d'Angleterre. Montmorency, un jeune homme issu de la noblesse, étudie la …",https://www.crunchyroll.com/fr/ulysses-jeanne-darc-and-the-alchemist-knight,2.0,15,5,9,20,45,Shueisha,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Umamusume: Pretty Derby,13,Voici l'histoire d'un autre monde où des jeunes filles anthropomorphes nées pour aller plus vite que des chevaux de course cohabitent depuis longtemps avec les hu…,https://www.crunchyroll.com/fr/umamusume-pretty-derby,4.5,51,20,4,2,0,Toho,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
568,UMAYON,12,"Dans un centre d'entraînement transformé en école, les filles-cheval vont courir, se perfectionner et se produire... mais ce n'est pas tout ! En selle pour les su…",https://www.crunchyroll.com/fr/umayon,3.5,3,0,0,0,2,Cygames,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
569,URAHARA,12,"Bienvenue à Harajuku, célèbre quartier de Tokyo où la culture, la mode et le kawaii se rejoignent ! Trois jeunes filles, Rito, Mari et Kotoko, rêvent d’ouvrir un …",https://www.crunchyroll.com/fr/urahara,3.5,10,9,3,4,6,Crunchyroll,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
570,Urawa no Usagi-chan,12,"Usagi Takasago, Midori Saido, Minami Ôyaba, Kojika Bessho, Misono Mimuro, Saiko Numakage, Tokiwa Kamikizaki et Sakura Tajima nous entraînent dans leur quotidien d…",https://www.crunchyroll.com/fr/urawa-no-usagi-chan,2.5,1,3,2,2,4,Harappa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
571,Uta no Prince-sama,26,"Haruka Nanami a un rêve : devenir parolière et écrire une chanson pour Hayato, son idole. Pour atteindre son but, une voie est royale : intégrer l’académie Saotom…",https://www.crunchyroll.com/fr/uta-no-prince-sama,4.5,115,23,16,11,2,Showgate,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
572,Uzaki-chan Wants to Hang Out!,12,"Shin'ichi Sakurai, étudiant de 3e année, profite pleinement de sa vie paisible sur le campus. Il préfère passer son temps seul, mais une étudiante plus jeune que …",https://www.crunchyroll.com/fr/uzaki-chan-wants-to-hang-out,5.0,3,0,0,0,0,Kadokawa Pictures Inc.,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
573,VIRTUALSAN - LOOKING,12,"Cette série d'animation en 3D-CGI met en avant trente VTubers, des idols virtuelles lancées sur YouTube, un véritable phénomène au Japon. On retrouvera notamment …",https://www.crunchyroll.com/fr/virtualsan-looking,3.0,5,3,1,2,4,Mages Inc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,Vivy -Fluorite Eye's Song-,39,"Vivy est la première Intelligence Artificielle humanoïde. Créée pour divertir les clients d'un parc d'attraction, sa vie bascule le jour où elle recontre Matsumot…",https://www.crunchyroll.com/fr/vivy-fluorite-eyes-song-,5.0,5,0,0,0,0,Aniplex of America,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,VLAD LOVE,12,"Mitsugu Bamba est une lycéenne toujours prête à donner son sang, au point qu'elle fréquente régulièrement une collecte de son quartier, malgré la désapprobation d…",https://www.crunchyroll.com/fr/vlad-love,3.5,5,5,1,3,1,Ichigo Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
576,VOICE OF FOX,12,"Hu Li est un lycéen discret, mais talentueux. Toutefois, personne ne sait qu'il est un auteur-compositeur-interprète et qu'il diffuse ses chansons sur Internet so…",https://www.crunchyroll.com/fr/voice-of-fox,4.0,11,3,6,3,0,TV TOKYO,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
577,Wacky TV Nanana,72,"Rien ne va plus au Studio Banane ! « 3615 Banana Night », son émission phare, vient d’être supprimée. Pour pallier ce gros pépin, le producteur Nanaguchi souhaite…",https://www.crunchyroll.com/fr/wacky-tv-nanana,2.5,16,0,2,0,28,TV TOKYO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Wagamama High Spec,12,"Kôki Narumi est lycéen, mais il est aussi l’auteur d’un manga coquin publié dans une revue hebdomadaire. Seuls sa jeune sœur Toa et son meilleur ami Mihiro connai…",https://www.crunchyroll.com/fr/wagamama-high-spec,2.5,1,4,5,5,3,DMM Corporation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
579,Wakaba＊Girl,13,"Suivez la vie de Wakaba Kohashi, une jeune fille excentrique issue d'une famille riche. Wakaba doit faire honneur à son statut en étant toujours élégante, mais el…",https://www.crunchyroll.com/fr/wakabagirl,4.0,10,5,3,0,2,Showgate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
580,"Wake Up, Girls!",35,"À une époque où la guerre des groupes de chanteuses fait rage, voici l'histoire de sept filles appelées les « Wake Up, Girls » et des difficultés qu'elles affront…",https://www.crunchyroll.com/fr/wake-up-girls,4.0,29,10,3,1,5,TV TOKYO,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
581,Walkure Romanze,12,Des chevaux galopant gracieusement… Des chevaliers repoussant leurs propres limites… Des combats héroïques glorifiant la splendeur des joutes équestres. L'un …,https://www.crunchyroll.com/fr/walkure-romanze,3.5,17,9,11,13,5,PONY CANYON INC.,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
582,Wandering Witch: The Journey of Elaina,12,"Quelque part dans le monde voyage une jeune fille prénommée Elaina. Jeune prodige ayant atteint le plus haut rang de sorcière, elle a un jour entrepris un long pé…",https://www.crunchyroll.com/fr/wandering-witch-the-journey-of-elaina,4.0,1,0,1,0,0,Kadokawa Pictures Inc.,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
583,Warau Salesman NEW,12,Fukuzô Moguro est un drôle de vendeur qui apparaît lorsque des gens sont en difficulté dans la vie. Il leur promet alors d’exaucer gratuitement leurs désirs. Mais…,https://www.crunchyroll.com/fr/the-laughing-salesman,4.0,16,5,3,1,4,Sumitomo Corporation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
584,WATATEN!: an Angel Flew Down to Me,13,"Miyako Hoshino est une étudiante timide et otaku. Un jour, son cœur s'emballe lorsqu'elle croise la route d'une bande d'écolières aux visages d'anges ! Elle essai…",https://www.crunchyroll.com/fr/wataten-an-angel-flew-down-to-me,4.5,36,6,4,1,1,Kadokawa Pictures Inc.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
585,WAVE!! -Let's go surfing!!-,12,"Surfer sur les vagues, c'est la liberté absolue ! Masaki est né et a grandi sur la côte d'Ôarai dans la préfecture d'Ibaraki, où de grosses vagues frappent toute …",https://www.crunchyroll.com/fr/wave-lets-go-surfing-,3.5,14,4,3,5,6,TV TOKYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
586,Welcome to Demon School! Iruma-kun,44,"Iruma Sullivan, 14 ans, est un jeune humain qui se retrouve un jour pris au piège dans le monde des démons. De plus, celui qui s'est autoproclamé comme son grand-…",https://www.crunchyroll.com/fr/welcome-to-demon-school-iruma-kun,5.0,265,22,11,2,3,NHKEnterprise,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
587,Welcome to the JAPARI PARK,36,"Le parc Japari est un gigantesque zoo dont le sable, de composition spéciale, permet à certaines créatures de prendre une forme humaine féminine. Découvrez commen…",https://www.crunchyroll.com/fr/welcome-to-the-japari-park,3.5,3,2,0,0,3,TV TOKYO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
588,White Album 2,13,"Automne 2007, un mois avant le festival du lycée, Haruki Kitahara voit se décomposer le club de musique dans lequel il était guitariste remplaçant. Comme un chant…",https://www.crunchyroll.com/fr/white-album-2,4.5,81,24,12,5,4,Dwango,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
589,Wise Man's Grandchild,48,"Dans le Japon moderne, un jeune homme victime d’un accident de la route se retrouve réincarné en bébé dans un autre monde. Il est recueilli par un homme appelé le…",https://www.crunchyroll.com/fr/wise-mans-grandchild,3.5,164,38,33,38,45,Kadokawa Pictures Inc.,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
590,"With a Dog AND a Cat, Every Day is Fun",24,"Quand on vit avec un chien mignon et dévoué et un chat un peu effrayant mais adorable, chaque jour est amusant. Les journées de leur maître sont remplies de rires…",https://www.crunchyroll.com/fr/with-a-dog-and-a-cat-every-day-is-fun,4.5,22,1,1,1,2,Kodansha Ltd.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
591,WIXOSS DIVA(A)LIVE,12,Le jeu de cartes WIXOSS est désormais populaire à travers le monde entier. La façon la plus simple d'y participer est de se connecter au monde virtuel de WIXOSSLA…,https://www.crunchyroll.com/fr/wixoss-divaalive,4.5,5,1,1,0,0,Warner Japan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
592,WONDER EGG PRIORITY,13,"Lors d'une promenade nocturne, Ohto Ai, une jeune fille de 14 ans, entend une mystérieuse voix qui lui confie ""l'Egg"". ""Si tu veux changer le futur... Alors, fais…",https://www.crunchyroll.com/fr/wonder-egg-priority,5.0,2,0,0,0,0,Aniplex of America,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
593,Wonder Momo,5,"Un groupe d’extraterrestres projette de s’emparer de la Terre et envahit Tokyo. Momoko, devenue Wonder Momo après avoir reçu des super-pouvoirs, repousse l’invasi…",https://www.crunchyroll.com/fr/wonder-momo,2.5,1,2,3,4,3,shiftylook,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
594,Woodpecker Detective's Office,12,"Nous sommes à la fin de l'ère Meiji, au moment où le Japon s'occidentalise et commence à se moderniser. Un brillant poète, Takuboku Ishikawa, démarre une activité…",https://www.crunchyroll.com/fr/woodpecker-detectives-office,3.0,7,5,2,8,4,TFC,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
595,Wooser no Sono Higurashi,24,"C’est le retour de l’étrange mascotte internet nommée Wooser. De couleur jaune et noire, bien que mignon, il renferme une personnalité corrompue par l’argent, la …",https://www.crunchyroll.com/fr/woosers-hand-to-mouth-life,4.0,5,2,4,2,0,TV TOKYO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
596,Wooser no Sono Higurashi: Mugen-hen,13,"Wooser est une étrange mascotte d’Internet. De couleur jaune et noire, bien que mignon, il renferme une personnalité corrompue par l’argent, la viande et les fill…",https://www.crunchyroll.com/fr/woosers-hand-to-mouth-life-phantasmagoric-arc,4.0,0,1,0,0,0,Good Smile Co,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
597,Working Buddies!,25,Tapio Rouxtigré déborde d’énergie tandis que son ami Luther Bleurusse aborde la vie de façon bien plus décontractée. Ces deux camarades de classe vont exercer tou…,https://www.crunchyroll.com/fr/working-buddies,4.0,4,3,2,1,0,Tokyo MX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
598,World Fool News,12,"Takahashi, présentateur des infos en fin de matinée, est « promu » à la présentation des infos dans World Fool News, une émission diffusée à 18 heures. Malheureus…",https://www.crunchyroll.com/fr/world-fool-news,3.5,4,4,2,2,1,CoMixWave Films,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
599,World Trigger,99,"La ville de Mikado est envahie de terrifiantes créatures, les Neighbors, depuis qu’un portail vers une autre dimension est apparu. Pendant longtemps, les humains …",https://www.crunchyroll.com/fr/world-trigger,4.5,254,43,26,19,11,Toei Animation,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
600,World's End Harem,9,"Nous sommes en 2040. Victime d'une maladie rare, Reito est un jeune homme plongé dans un long sommeil cryogénique le temps qu'un remède soit trouvé. Il promet à s…",https://www.crunchyroll.com/fr/worlds-end-harem,2.0,11,4,2,7,50,NBC Universal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
601,Xuan Yuan Sword Luminary,13,"L'histoire est adaptée d'un jeu vidéo de type RPG basé sur la mythologie chinoise et développé par la société taïwanaise DOMO. Coproduite avec la Chine, cette sér…",https://www.crunchyroll.com/fr/xuan-yuan-sword-luminary,3.0,9,2,6,5,5,TV TOKYO,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
602,Yama no Susume,26,"Un petit groupe de jeunes filles entreprennent de grimper au sommet d’une montagne pour voir le soleil se lever, en souvenir de leur enfance. Le périple est initi…",https://www.crunchyroll.com/fr/encouragement-of-climb,4.5,17,7,1,2,0,Yomiuri Telecasting Corporation (YTV),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
603,Yamada-kun and the Seven Witches,24,"La journée avait mal commencé pour Ryû Yamada, qui s'est fait remonter les bretelles par son professeur. Un peu plus tard, il tombe dans les escaliers, entraînant…",https://www.crunchyroll.com/fr/yamada-kun-and-the-seven-witches,4.5,197,39,13,5,0,Kodansha Ltd.,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
604,Yashahime: Princess Half-Demon,45,"Dans le Japon féodal, les jumelles hanyô (mi-yôkai, mi-humaines) Towa et Setsuna sont séparées lors de l'attaque d'un yôkai. Alors qu'elle cherche désespérément s…",https://www.crunchyroll.com/fr/yashahime-princess-half-demon,4.5,841,16,15,27,162,Yomiuri Telecasting Corporation (YTV),0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Yatogame-chan Kansatsu Nikki,36,"Après avoir grandi à Tokyo, Jin Kaito doit déménager dans la ville de Nagoya où il fait la connaissance de l'exubérante Monaka Yatogame. Avec ses airs de chaton e…",https://www.crunchyroll.com/fr/yatogame-chan-kansatsu-nikki,3.5,5,4,5,2,2,Tokyo MX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
606,"Yes, No, or Maybe?",1,"Kei Kunieda a deux facettes. Son apparence parfaite de présentateur, et sa face cachée, acerbe et fainéante. Un jour, il fait la rencontre d'un homme qui va être …",https://www.crunchyroll.com/fr/yes-no-or-maybe,4.0,16,3,1,3,2,My Theater DD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
607,"Yona, princesse de l'aube",24,"Au royaume de Kôka, la princesse Yona s’apprête à fêter son seizième anniversaire. Elle a tout pour être heureuse : son garde du corps, Hak, veille sur elle depui…",https://www.crunchyroll.com/fr/yona-of-the-dawn,5.0,488,58,16,4,3,"Pierrot Co., Ltd.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
608,Yotsuiro Biyori,12,"Notre histoire prend place dans un salon de thé typiquement japonais appelé Rokuhôdô et tenu par quatre jeunes hommes. Sui, le directeur de l'établissement, prépa…",https://www.crunchyroll.com/fr/yotsuiro-biyori,5.0,33,3,0,1,0,Genco,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
609,You Don't Know Gunma Yet,12,"Kamitsuki doit déménager vers la préfecture de Gunma. Comme il ne connaît pas du tout cette région montagneuse située dans la plaine du Kantô, il décide de faire …",https://www.crunchyroll.com/fr/you-dont-know-gunma-yet,3.0,2,8,0,1,4,Asahi Production,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
610,Yowamushi Pedal New Generation,50,"Après avoir battu les champions en titre de Hakone, le club de cyclisme de Sôhoku se réorganise. Certains membres en terminale se retirent tandis que les seconde …",https://www.crunchyroll.com/fr/yowamushi-pedal-new-generation,4.5,19,4,1,1,1,Toho,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
611,Yu-Gi-Oh! (VOSTA),2,"Meet Yugi and his best buds Joey, Tristan and Téa. They share a love for the newest game that’s sweeping the nation: Duel Monsters! Legend has it 5000 years a…",https://www.crunchyroll.com/fr/yu-gi-oh,4.5,36,11,5,3,2,Konami Cross Media NY,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
612,Yuri!!! on ICE,12,"Yuri Katsuki portait sur ses épaules tous les espoirs du Japon pour remporter le Grand Prix de patinage artistique, mais il y a subi une écrasante défaite. Il ret…",https://www.crunchyroll.com/fr/yuri-on-ice,5.0,724,44,14,5,8,TVAsahi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
613,Yuru Camp – Au grand air,25,"Depuis qu’elle a déménagé, Nadeshiko a envie d’aller voir le mont Fuji à vélo. Mais le mauvais temps contrarie ses plans et elle trouve refuge après de Rin, une j…",https://www.crunchyroll.com/fr/laid-back-camp,5.0,203,11,5,1,3,Furyu,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
